datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,wildfire,
2018-12-20,55.4,49.6,52.3,47.6,84.4,0.163,rain,15,7.7,,
2018-12-21,57.4,40.9,51.2,44.9,80.3,0.024,rain,12.8,6.8,,
2018-12-22,50.5,35.8,43.2,37.6,81.4,0,,9.2,4.5,,
2018-12-23,51.8,43.8,48,44.1,86.4,0.197,rain,9.2,3.8,,
2018-12-24,54.4,43.5,50.1,45.7,85.3,0.93,rain,40.6,20,,
2018-12-25,55.9,38.5,45.9,38.4,76.2,0,,18.3,10.9,,
2018-12-26,58.1,35.8,46,36.8,72,0,,15,7.9,,
2018-12-27,56.6,36.6,45.1,34.7,69.1,0,,16.1,9.6,,
2018-12-28,56.6,31.8,41.5,30.9,68.5,0,,13.9,6.9,,
2018-12-29,60,35.2,44.4,34.1,69.2,0,,16.1,5.2,,
2018-12-30,59.1,38.5,48.1,38.1,69.7,0,,19.5,13.7,,
2018-12-31,56.3,33,44.1,24.6,51.9,0,,15,8.8,,
2019-01-01,56.3,28.8,40.5,20,47.6,0,,12.8,6.8,,
2019-01-02,56.8,29.6,39.8,27,63.7,0,,11.4,5.8,,
2019-01-03,53.6,31.4,40.5,30.6,69.8,0,,11.4,4.7,,
2019-01-04,58.2,35.4,45.3,32.4,63.9,0,,23,14.2,,
2019-01-05,52.2,45,49.4,42.9,78.3,0.634,rain,34.4,18.3,,
2019-01-06,49.1,40.7,44.8,41.2,87,1.223,rain,28.9,10.1,,
2019-01-07,54,37,44.2,39.5,83.8,0.024,rain,30,14.4,,
2019-01-08,55.3,50.2,53.2,48.3,83.6,0.257,rain,33.3,18.5,,
2019-01-09,56.2,49.9,53.4,49.1,85.5,0.75,rain,24.2,15.6,,
2019-01-10,58.5,45.2,50.5,44.5,81,0,,15,10.1,,
2019-01-11,53.8,46.2,51.5,45.2,79.3,0.353,rain,31.1,23.8,,
2019-01-12,60.3,47.5,52.1,45.9,80.3,0,,18.3,7.7,,
2019-01-13,60.2,44.7,53.1,41.4,66,0,,22.9,15,,
2019-01-14,58.2,39.6,48.4,37.6,68.7,0.062,rain,27.7,15,,
2019-01-15,52,48.4,50,44.4,81.4,0.567,rain,25.3,8.8,,
2019-01-16,56.8,49.8,53.4,49.4,86.2,2.243,rain,32.6,19.5,,
2019-01-17,54.4,45.1,50.4,43.3,76.6,1.05,rain,24.2,13.9,,
2019-01-18,52.3,44.1,48.5,45.2,88,0.298,rain,23,10.1,,
2019-01-19,56.9,51.8,54.1,51,89.1,0.161,rain,18.3,10.9,,
2019-01-20,56.2,44.4,51.6,46.8,83.8,0.919,rain,35.8,11.4,,
2019-01-21,55.6,38.4,45.8,37.6,74.5,0.071,rain,18,13.5,,
2019-01-22,58.4,33.8,44.1,34.8,72,0,,15,5.4,,
2019-01-23,62.8,36,47.1,38.5,73.8,0,,13.9,5.8,,
2019-01-24,65.2,39.6,49.2,40.9,75,0,,15,5.6,,
2019-01-25,64.9,36.5,47.3,37.9,72.8,0,,13.9,6.9,,
2019-01-26,63.6,37.8,48.3,38.4,70.6,0,,10.3,4.1,,
2019-01-27,69.8,42.1,53.2,41.5,67.4,0,,12.8,4.5,,
2019-01-28,68.3,47.5,55.2,45.1,70.8,0,,12.8,4.9,,
2019-01-29,70.8,48.2,56.3,41.6,62.4,0,,15.8,9.9,,
2019-01-30,65.3,44.7,53.7,42.7,67.5,0,,12.8,11.2,,
2019-01-31,64.9,42.4,53.7,44.2,70.2,0,,11.4,7.3,,
2019-02-01,55.1,50.5,52.7,46.7,80.3,0.465,rain,36.9,15,,
2019-02-02,56.1,49.4,52,45.7,79.2,0.901,rain,39.1,15,,
2019-02-03,52.7,46.3,48.9,43.5,81.9,0.158,rain,24.2,12.5,,
2019-02-04,45.2,35.7,41,35.5,81.2,0.471,rain,32.2,14.2,,
2019-02-05,47.3,32.5,38.9,30.4,73.1,0.024,"rain,snow",17.2,10.5,,
2019-02-06,52.8,31.9,40.2,31.4,72.8,0,,20.8,11.2,,
2019-02-07,51.1,31.1,40.9,31.8,71.9,0,,15,6.6,,
2019-02-08,48.9,41.5,44.1,35.2,71.8,0.262,rain,19.7,12.2,,
2019-02-09,48.2,37.4,41.9,36.9,82.7,0.8,rain,28.9,13.3,,
2019-02-10,47.3,31.7,38.3,32,79.1,0.076,"rain,snow",19.7,10.7,,
2019-02-11,47.5,35,41.3,35.9,81.4,0.024,rain,15,9.6,,
2019-02-12,48.2,42.7,44.7,37.8,77.1,0.558,rain,41.4,12.9,,
2019-02-13,56.9,44.1,49,43.7,82.1,2.239,rain,38,16.1,,
2019-02-14,57.7,45.1,51.4,44.5,77.6,0.809,rain,26.6,16.9,,
2019-02-15,45.7,40,42.7,36.5,78.7,0.842,rain,26.4,9.4,,
2019-02-16,46.6,38.9,42.5,36.9,80.8,0.469,rain,33.3,12.7,,
2019-02-17,50.7,35.4,42,32.8,71.7,0.161,"rain,snow",19.7,15.2,,
2019-02-18,55.3,30.6,41.6,27,61.4,0,,21.9,10.9,,
2019-02-19,56,31.3,42.4,30,64.5,0,,20.8,9.4,,
2019-02-20,53.5,39.1,44.5,33.6,66.4,0.012,rain,24.2,16.5,,
2019-02-21,56.1,32.5,43.7,21.6,50.1,0,,26.1,16.1,,
2019-02-22,56.8,28.3,41.2,23.4,53.9,0,,18.3,7.1,,
2019-02-23,54.5,33.6,43.8,31.6,64,0,,10.3,5.6,,
2019-02-24,51.3,44.7,47.5,41.9,80.9,0.032,rain,17.2,9.6,,
2019-02-25,52.4,47.8,49.8,46.3,87.8,1.226,rain,26.4,16.5,,
2019-02-26,54,51.6,52.6,49.6,89.5,4.834,rain,33.3,18.7,,
2019-02-27,55.1,43.2,51.2,46.5,83.9,0.546,rain,24.2,15.7,,
2019-02-28,52.7,38.2,44.8,36.6,75.1,0.012,rain,8.1,5.8,,
2019-03-01,53.6,40.4,46.9,39.1,75.7,0.076,rain,9.2,5.4,,
2019-03-02,57.2,48.2,52.8,46.4,79,0.532,rain,13.9,6.2,,
2019-03-03,56.2,50,52.8,48.8,86.4,0.355,rain,9.2,7.1,,
2019-03-04,55.2,46.7,50.2,42.7,76.4,0,,12.8,6.8,,
2019-03-05,54,46.2,49.9,45.5,85,0.651,rain,28.9,15,,
2019-03-06,56.3,49.8,52.7,47.6,83.2,0.49,rain,29.6,18.2,,
2019-03-07,50,42.1,47.5,38.6,72,0.087,rain,20.8,7.5,,
2019-03-08,51.5,36.4,44.1,30.7,60.9,0,,20.1,11.6,,
2019-03-09,48.9,39.9,43.6,38,80.7,0.722,rain,24.2,13.3,,
2019-03-10,54.7,42.6,47.9,38.7,72.6,0.077,rain,12.8,9.2,,
2019-03-11,65,35.6,48.3,33.8,63.1,0,,18.1,13.1,,
2019-03-12,56.1,42.5,48.7,34.2,59.9,0,,30.4,18.2,,
2019-03-13,60.5,33.2,46.6,30.5,56.9,0,,17.2,11.4,,
2019-03-14,67.5,34.9,49.4,33,59.2,0,,16.1,6.7,,
2019-03-15,68.9,37.9,51.7,33.7,55.4,0,,10.3,11.8,,
2019-03-16,71.6,39.8,54,34.9,53.7,0,,16.3,12,,
2019-03-17,72.4,41.5,55.7,38.5,57.2,0,,12.8,6.2,,
2019-03-18,72.5,43.2,57.1,39.7,58.5,0,,17.6,12.9,,
2019-03-19,67.3,47.5,57.3,37.8,53.4,0,,16.5,12.9,,
2019-03-20,56.4,44.3,51.9,44.6,77.3,0.327,rain,21.9,15.2,,
2019-03-21,61.4,41.1,48.8,38.8,71.5,0,,9.2,9.4,,
2019-03-22,53.2,41.8,48,43.7,85.1,0.513,rain,24.2,9.4,,
2019-03-23,58.2,42.7,50.7,40.5,70.4,0,,20.5,14,,
2019-03-24,61.7,39.3,49.6,37.9,67.8,0,,19.7,10.7,,
2019-03-25,54.3,46.2,49.9,43.9,80.7,1.255,rain,23,8.1,,
2019-03-26,57.5,46.1,51.1,42.1,73.5,0.082,rain,18.3,9.6,,
2019-03-27,57.3,45.7,52.3,43.4,73.4,0.759,rain,31.1,10.7,,
2019-03-28,54.1,45.8,49,43.6,81.6,0.388,rain,16.1,8.6,,
2019-03-29,60,44.5,50.6,41.9,74,0.02,rain,15,8.2,,
2019-03-30,66.8,40,52.1,38.7,64.2,0,,12.8,8.6,,
2019-03-31,71.7,42.2,56.1,38.3,55.8,0,,13.9,8,,
2019-04-01,68.4,51.3,58.1,41.8,56.3,0,,10.3,6.7,,
2019-04-02,58.3,47.8,53.7,45.6,74.6,0.08,rain,11.4,8.1,,
2019-04-03,60.9,50.3,55.3,47.6,76,0,,10.3,9.7,,
2019-04-04,58.6,52.1,54.8,46.9,75.3,0,,17.2,12.2,,
2019-04-05,56.7,52.5,54,49.1,83.4,0.249,rain,17.2,14.4,,
2019-04-06,60.4,52,55.5,49.4,80.4,0.012,rain,20.8,14.8,,
2019-04-07,66.3,54.4,59.8,52.7,78,0.032,rain,15,9.4,,
2019-04-08,62.9,54,58.8,53.9,84,0.1,rain,18.3,9.6,,
2019-04-09,61.7,48.7,54.7,40.2,59.1,0,,31,21.4,,
2019-04-10,65.1,42.4,54.1,38.3,56.4,0,,19.3,13.3,,
2019-04-11,57.9,45.9,52.4,39.9,63.1,0,,28.3,16.5,,
2019-04-12,67.6,45,55.8,42.3,62.3,0,,23,11.8,,
2019-04-13,73.3,45.5,57.7,42.9,61.8,0,,19.7,10.5,,
2019-04-14,65.6,45.6,53.7,37.6,57.8,0,,20.8,13.9,,
2019-04-15,55.6,43.7,49.4,40.7,73.3,0.156,rain,17.8,11,,
2019-04-16,64.8,45.7,54.5,43.2,67.8,0,,18.3,12.8,,
2019-04-17,75.1,43.2,57.9,44.9,65.2,0,,19.7,5.6,,
2019-04-18,87.2,48.5,64.2,47.9,61.3,0,,10.3,9.9,,
2019-04-19,76.6,49.7,62.7,48.7,63,0,,15,11,,
2019-04-20,63.3,49.9,56.6,44.9,66,0,,28.1,18.6,,
2019-04-21,70.7,44.8,56.6,42.2,61.4,0,,21.9,12.9,,
2019-04-22,80,45.5,62.4,43,55.2,0,,18.3,10.5,,
2019-04-23,91.1,51.9,68.2,49.9,56.7,0,,16.8,10.3,,
2019-04-24,90,55,69.6,48.9,55.3,0,,18.3,9.2,,
2019-04-25,91.1,50.7,67.1,43.8,50.4,0,,16.1,12.1,,
2019-04-26,88.1,48.6,65.5,40.2,46.5,0,,16.6,9.6,,
2019-04-27,86,47.2,62.9,43.7,54.1,0,,13.9,12.2,,
2019-04-28,74.6,48.9,59.6,49.1,70.9,0,,19.7,10.7,,
2019-04-29,71.4,48,57.5,47.6,71.6,0,,17.1,11.2,,
2019-04-30,69,46.5,58.1,40.1,55.4,0,,21.9,11.4,,
2019-05-01,73.5,45.8,59.4,35.5,47.8,0,,21,13.7,,
2019-05-02,76.5,41.5,58.3,30,40.7,0,,19.7,12.7,,
2019-05-03,83,44.3,60.8,33.3,41.8,0,,18.3,10.3,,
2019-05-04,76.1,45.5,59.8,39.1,49.6,0,,6.9,11.6,,
2019-05-05,72,47.3,57.2,45.2,66.7,0,,8.1,9.4,,
2019-05-06,71.4,49.1,57.4,46.6,68.4,0,,16.8,10.5,,
2019-05-07,75.1,52.8,61.1,48.9,66.2,0,,16.1,11.2,,
2019-05-08,77.5,52.6,62.3,50.1,67.5,0,,18.4,12.9,,
2019-05-09,71.5,52.6,60.5,51.7,74.3,0,,17.2,10.1,,
2019-05-10,90,51.1,67,39,54.4,0,,17.2,10.3,,
2019-05-11,86,51.3,63.5,43.6,56.2,0,,17.2,12.7,,
2019-05-12,77.6,50.2,63.2,38.9,48.5,0,,19.7,13.9,,
2019-05-13,76.5,46.7,60.7,41.4,52.4,0,,12.8,10.5,,
2019-05-14,62.5,52.1,56.8,46.3,68.5,0,,8.1,7.3,,
2019-05-15,57.7,53.3,55.7,51.2,85.1,1.187,rain,30,16.5,,
2019-05-16,53.3,50.3,51.6,46.4,82.4,0.915,rain,30,12,,
2019-05-17,63.4,50.2,55,43.3,67,0.024,rain,23,9.2,,
2019-05-18,53.1,46.5,49.6,45.1,84.4,0.473,rain,30,12.2,,
2019-05-19,57.2,47.1,51.7,44.7,77.6,0.377,rain,21.9,10.9,,
2019-05-20,64.9,47.4,54.4,43.2,68.9,0.081,rain,15.8,12.7,,
2019-05-21,57.4,50.4,53,47,80.4,0.342,rain,29.2,15.5,,
2019-05-22,71.3,47.1,58.6,46.9,67.4,0,,26.1,11.2,,
2019-05-23,75.5,50.5,62.3,48.3,64.1,0,,20.8,11,,
2019-05-24,72.3,52.9,59.9,50.4,72.7,0,,15.6,9.9,,
2019-05-25,71.7,49.1,59.6,43.4,57.7,0,,23,14.6,,
2019-05-26,59.8,50.1,54.6,41.4,61.4,0,,23.9,17.2,,
2019-05-27,65.7,45.2,55.6,45.4,69.8,0,,17.7,13.1,,
2019-05-28,76.9,50.2,62.3,46.3,59.4,0,,20.8,10.5,,
2019-05-29,79.1,52.9,64.9,48.3,57.5,0,,23,10.5,,
2019-05-30,78.9,51.7,65.1,49.2,58.9,0,,17.4,11.8,,
2019-05-31,89.1,53.2,70.4,51.2,56.9,0,,16.1,10.3,,
2019-06-01,93.8,57.6,71.8,55,61.2,0,,19.7,13.9,,
2019-06-02,88.1,52.5,65.9,53.6,67.5,0,,17.4,11,,
2019-06-03,92.9,54.3,70.3,51.1,57.1,0,,15,10.3,,
2019-06-04,95,54.4,73.3,46.8,44.4,0,,16.1,10.3,,
2019-06-05,89.1,56.1,70.8,49,49.9,0,,19.7,10.9,,
2019-06-06,71,55.2,62.8,40.8,47.1,0,,21.7,14,,
2019-06-07,70.3,50.9,60.5,36.3,42,0,,22.1,14,,
2019-06-08,81.7,46.6,64.6,36.5,44.2,0,,18.3,10.5,,
2019-06-09,89.8,47.9,69.5,37.1,38.9,0,,15,7.1,,
2019-06-10,96.2,54.2,74.8,43.8,39.4,0,,16.1,10.5,,
2019-06-11,101,60.8,79,45.8,36.8,0,,11.4,11,,
2019-06-12,100.1,58.7,78.4,45.5,38.2,0,,11.4,9.2,,
2019-06-13,92.9,55.8,73.5,47.2,46.9,0,,25.3,16.1,,
2019-06-14,92,54.5,70.3,49.9,54.2,0,,13.9,10.3,,
2019-06-15,86,52,68.4,53,60.9,0,,11.4,10.3,,
2019-06-16,93.8,53.1,71.4,52.3,56.7,0,,17.2,5.8,,
2019-06-17,98.1,58.7,77.5,55.3,50.6,0,,17.2,10.3,,
2019-06-18,101.9,62.1,80.6,54.5,48,0,,10.3,11.4,,
2019-06-19,92.9,57,73.9,56.9,58.9,0,,9.2,10.3,,
2019-06-20,81.2,54.8,67.7,45.5,51.8,0,,21.9,10.7,,
2019-06-21,80.4,53,67.4,42.2,44.1,0,,21.9,10.3,,
2019-06-22,93.8,53.5,72.6,44.9,44.1,0,,17.2,13.9,,
2019-06-23,95,57.7,75.4,49,46.1,0,,18.3,12.8,,
2019-06-24,91.1,56.1,72.4,44.3,42.3,0,,25.3,11.4,,
2019-06-25,78.9,56.8,68,39.9,38.8,0,,21.4,13.7,,
2019-06-26,69.8,55,62.4,44,51.7,0,,19,12.9,,
2019-06-27,72.1,49.6,61.7,43.2,53.3,0,,15,11.6,,
2019-06-28,77.1,49.1,63.7,42.4,49.7,0,,20.8,13.5,,
2019-06-29,80.3,48.3,64.7,41.5,48.2,0,,20.8,9.5,,
2019-06-30,83.2,51.9,67.6,43.1,45.5,0,,20.6,15.6,,
2019-07-01,81.5,52.9,67.5,43.5,47,0,,19.7,11.8,,
2019-07-02,78.3,54.8,66.2,46.3,50.2,0,,20.8,12.9,,
2019-07-03,80.4,53.2,67.1,46.1,50.3,0,,18.4,11,,
2019-07-04,91.1,53.9,71.1,47.6,47.7,0,,19.7,11.4,,
2019-07-05,93.8,56.3,73.1,45.3,45.6,0,,19.7,11.8,,
2019-07-06,92,54.8,70.8,44,44,0,,28.9,16.8,,
2019-07-07,83.1,56.2,68.4,45.6,47.6,0,,20.8,12.6,,
2019-07-08,77.2,55.6,64.4,48.3,57.6,0,,17.8,14.3,,
2019-07-09,79.7,51.9,66,50.7,60.6,0,,16,11,,
2019-07-10,83.3,60.7,70.4,54.9,60.7,0,,17.2,11,,
2019-07-11,84.5,56.9,70.5,54.1,58.9,0,,18.7,13.7,,
2019-07-12,93.8,56.9,73.5,52,53,0,,15,11.6,,
2019-07-13,95,58.1,74.2,49.4,47.8,0,,18.3,11.4,,
2019-07-14,91.1,57.2,72.3,46.7,44.6,0,,21.9,13.9,,
2019-07-15,84.8,59.1,71.7,49.1,47.4,0,,20.2,13.7,,
2019-07-16,83.9,62.6,71.8,50.2,49.8,0,,22.4,13.9,,
2019-07-17,92.9,60,73.4,52.1,50.8,0,,20.8,11.4,,
2019-07-18,92,58.1,73,54.2,54.2,0,,16.1,9.5,,
2019-07-19,90,56.2,71.8,55.7,60.9,0,,21.9,16.1,,
2019-07-20,89.1,56.1,68.7,54.2,63.3,0,,11.4,8.4,,
2019-07-21,93.8,56.8,73.7,54.7,56,0,,10.3,11.4,,
2019-07-22,96.2,59.6,76.1,52.1,49.3,0,,18.3,12.8,,
2019-07-23,93.8,58.2,74.1,45.3,41.8,0,,18.3,8.1,,
2019-07-24,99,55.6,75.1,44.4,40.1,0,,17.2,14.8,,
2019-07-25,99,56.3,76.4,42.2,36.3,0,,10.3,12.8,,
2019-07-26,95,57.8,74.7,46.7,42,0,,10.3,11.4,,
2019-07-27,101.9,59,78.9,48.3,40.8,0,,8.1,9.2,,
2019-07-28,101.9,62.6,79.7,51,42,0,,19.7,11.6,,
2019-07-29,90,60,71.6,49.9,49.2,0,,20.8,13.3,,
2019-07-30,92,55.6,70.2,51,54.9,0,,20.8,10.9,,
2019-07-31,95,57,73.5,50.8,49.4,0,,16.1,11.4,,
2019-08-01,85.4,58.4,71,52,53.5,0,,19.5,13.3,,
2019-08-02,92,58.9,72,52.1,54.2,0,,17.2,12.8,,
2019-08-03,97.1,58.1,75.1,51.4,50.5,0,,18.3,11.4,,
2019-08-04,95,59.3,74.8,55.3,55,0,,17.2,9.2,,
2019-08-05,96.2,58.2,74.8,53.9,53.4,0,,12.8,8.1,,
2019-08-06,98.1,61.5,75.4,53.2,52.1,0,,19.7,12.8,,
2019-08-07,92,58.2,70,52.2,57.3,0,,18.3,10.3,,
2019-08-08,79.2,56.4,65.8,49.5,59.1,0,,17.2,13.9,,
2019-08-09,80.4,57.9,67.2,50.6,57.8,0.071,rain,15.3,10.1,,
2019-08-10,76.5,60.5,66.6,56,71.1,0,,17.4,12.7,,
2019-08-11,84.4,53.6,68.7,49,55.7,0,,17.2,10.1,,
2019-08-12,88.5,55.9,71.2,46.8,48.2,0,,20.5,9.7,,
2019-08-13,96.2,56.7,73.7,50.2,48.6,0,,18.3,8.6,,
2019-08-14,102.8,60.3,79.3,51.9,44.9,0,,11.4,10.3,,
2019-08-15,105.2,62.7,82.1,53.7,44.4,0,,18.3,12.8,,
2019-08-16,101.9,62.5,80.3,52.2,43.3,0,,21.9,16.1,,
2019-08-17,92.9,59.1,73.4,52.7,51.4,0,,12.8,12.8,,
2019-08-18,82.5,55.6,67.4,53.3,63,0,,15.5,10.3,,
2019-08-19,84.5,55.9,68,54.4,64.8,0,,17.4,10.3,,
2019-08-20,85,56.3,69,52.8,59.1,0,,17.2,9.7,,
2019-08-21,85.8,55.9,71.5,53.7,57.7,0,,21.6,14,,
2019-08-22,87.4,64.8,75.6,59.3,61,0,,19.7,11.2,,
2019-08-23,99,60.8,76.5,55,53,0,,11.4,11.4,,
2019-08-24,95,58.4,74.5,54.1,54,0,,13.9,12.8,,
2019-08-25,99,58.8,76.1,50.4,46.9,0,,18.3,12.8,,
2019-08-26,104,56.8,77.4,47.9,42.3,0,,19.7,10.3,,
2019-08-27,102.8,59,77.4,46.5,38.7,0,,9.2,10.3,,
2019-08-28,95,59.9,74.2,48.9,43.9,0,,9.2,8,,
2019-08-29,81.6,60.2,69.7,55.1,61.7,0,,9.2,14.4,,
2019-08-30,88.6,55.5,70.6,51.6,55.3,0,,17.2,12.7,,
2019-08-31,91.6,56.6,72.6,47.5,47.9,0,,20,15.7,,
2019-09-01,95,58.1,73.5,50.7,49.7,0,,17.2,14.8,,
2019-09-02,93.8,56.8,71.4,48.9,48.9,0,,16.6,9.9,,
2019-09-03,88.1,54.2,69.8,49.2,52.2,0,,19.7,9.9,,
2019-09-04,96.2,55.1,73.7,48.6,48.1,0,,17.2,11.4,,
2019-09-05,86.8,57.1,70.1,50.1,53.4,0,,18.3,10.5,,
2019-09-06,84.7,54.6,67.9,52.9,62.1,0,,15,10.7,,
2019-09-07,73,56.2,64.1,52.2,66.3,0,,27.3,15.7,,
2019-09-08,77.4,55.4,65.8,51,60.9,0,,20.5,11.8,,
2019-09-09,76.1,56.3,65.2,49.9,60.7,0,,22.4,14.4,,
2019-09-10,75.9,53.5,64.5,49.5,60.3,0,,20.8,13.9,,
2019-09-11,87.2,52,66.2,47.8,56.7,0,,15,15,,
2019-09-12,90.6,53.5,70.2,44.6,46.9,0,,15,9.6,,
2019-09-13,98.1,56.5,73.8,44.2,41.2,0,,12.8,11.4,,
2019-09-14,65.5,54.4,60.5,53.7,70.6,0,,17.2,11.4,,
2019-09-15,68.6,56.6,61.6,58.5,73.5,0.112,rain,13.9,10.3,,
2019-09-16,65.6,56.4,61,55.8,74.5,0.108,rain,15,10.3,,
2019-09-17,76.2,55.5,64.1,50,59.2,0,,12.8,11.4,,
2019-09-18,69.3,57.1,61.8,53.3,75.1,0.122,rain,19.7,13.1,,
2019-09-19,75.9,50.8,62.2,48.2,64,0,,20.8,12.7,,
2019-09-20,81.6,50.9,65,46.5,57.6,0,,16.1,10.3,,
2019-09-21,85.6,52.7,67.3,45,51.5,0,,16.1,7.1,,
2019-09-22,81.3,54.2,65.3,49,59.1,0,,17.2,12.6,,
2019-09-23,85.6,54.2,67.6,48.9,58.3,0,,18.3,7.1,,
2019-09-24,101,54.4,73.3,46.9,46.8,0,,13.9,8.1,,
2019-09-25,102.8,58.4,77.6,50.5,47.6,0,,16.1,8.1,,
2019-09-26,81.3,58.6,68.5,53.3,60.5,0,,25.3,17.4,,
2019-09-27,76.9,57.9,65.3,48.2,59.7,0,,18.3,9.6,,
2019-09-28,64.6,53.7,58.3,38.7,49,0,,27.4,18.2,,
2019-09-29,63.1,42.4,52.9,39.3,61.5,0.012,rain,16.8,9.9,,
2019-09-30,63,41.3,51.7,38.6,65,0,,15,9.9,,
2019-10-01,69.4,40.8,53.6,35.1,55,0,,16.1,9.2,,
2019-10-02,74,39.9,55.9,35.1,51.1,0,,18.4,9.6,,
2019-10-03,69.2,43.8,56.4,37,50.1,0,,21.6,13.1,,
2019-10-04,72.7,47,57.6,37.1,49.8,0,,21.9,10.5,,
2019-10-05,79.6,43.5,59.7,38,51,0,,16.1,6,,
2019-10-06,86.5,45.7,63.4,37.3,45.8,0,,10.3,8.2,,
2019-10-07,86.8,46.8,64.2,36.2,41.5,0,,13.9,8.2,,
2019-10-08,81.3,47.4,63.1,39.7,46.2,0,,16.1,10.5,,
2019-10-09,73.9,47.9,58.5,34.4,43,0,,19.7,11.6,,
2019-10-10,80.1,35.1,54.9,19.6,38.1,0,,15,5.1,,
2019-10-11,79.6,38.2,56.2,19.8,32.5,0,,11.4,6.4,,
2019-10-12,77.9,38.4,56.4,25.1,35.9,0,,11.4,7.7,,
2019-10-13,75.9,39.6,56.1,26.8,39.4,0,,16.1,8.8,,
2019-10-14,83,40.4,57.7,31.8,43.3,0,,9.2,8.1,,
2019-10-15,82.1,41.1,57.9,32.1,45.2,0,,10.3,11.4,,
2019-10-16,73.1,39.8,55.8,40,59.5,0,,8.1,8.1,,
2019-10-17,65,49.7,57.7,44.3,62.7,0,,22.7,12.5,,
2019-10-18,68,45.3,55.1,43,65.9,0,,17.2,12.8,,
2019-10-19,65.8,46.3,53.6,46.6,77.3,0.055,rain,18.3,6.6,,
2019-10-20,73.1,43.1,56.9,42.9,64,0,,18.2,12.2,,
2019-10-21,83.9,46.6,61.9,44.3,57.8,0,,15,5.4,,
2019-10-22,84.9,47,64.2,44.1,54.4,0,,15,9.2,,
2019-10-23,88.1,49.7,64.8,38.3,46.9,0,,16.1,9.4,,
2019-10-24,87.1,49.8,65.9,26.7,27.6,0,,15,7.7,,
2019-10-25,88.1,46.4,64,30.8,34.7,0,,16.2,9.6,,
2019-10-26,83.9,44.7,59.9,36.3,40.6,0,,18.3,8.2,,
2019-10-27,64.8,52.1,57,33.4,37.5,0,,16.1,12.8,,
2019-10-28,60.2,43.4,50.4,33,36.9,0,,13.9,12.8,,
2019-10-29,63.2,44.3,49.6,38.6,36.5,0,,12.8,11.4,,
2019-10-30,69.2,41.3,51.6,19.7,29.4,0,,11.4,10.3,,
2019-10-31,70.7,35.6,50.8,21.2,35.4,0,,12.8,12.8,,
2019-11-01,71.6,34.1,50.9,25.1,42.3,0,,11.4,6.3,,
2019-11-02,77.3,38,53.8,26.5,39.9,0,,10.3,3.7,,
2019-11-03,74,39.6,54.2,30.5,42.1,0,,12.8,6.9,,
2019-11-04,74.7,40.3,54.9,31.9,45.9,0,,10.3,4.3,,
2019-11-05,79.1,41.7,54.6,35.2,49.1,0,,10.3,5.8,,
2019-11-06,74.9,44.8,56.2,37.5,53.2,0,,10.3,6.6,,
2019-11-07,72.2,41.1,56,39.3,57.1,0,,10.3,8.2,,
2019-11-08,78.2,41.2,55.7,37.4,56,0,,8.1,6.6,,
2019-11-09,76,39.1,54.7,35.4,53,0,,15,4.7,,
2019-11-10,78.1,43.6,57.5,36.9,51.1,0,,17.2,4.3,,
2019-11-11,78.3,43.1,58.8,40.8,54.8,0,,10.3,3.9,,
2019-11-12,74.3,45.7,56.6,43.4,63.9,0,,10.3,3.4,,
2019-11-13,69.6,44.1,56.3,43.5,64.5,0,,10.3,4.7,,
2019-11-14,62.8,51.5,56,47.4,73.8,0,,11.4,11.8,,
2019-11-15,64.8,49.6,56.1,50.1,80.8,0.012,rain,8.1,5.8,,
2019-11-16,70.5,46.3,54.9,45.9,74.5,0,,13.9,3.6,,
2019-11-17,77.3,43,56.7,42.1,62.7,0,,13.9,3.9,,
2019-11-18,82.1,44.2,58.8,44.5,62.6,0,,13.9,10.1,,
2019-11-19,62.9,51.4,57.2,45.3,65.1,0,,26.6,15.7,,
2019-11-20,67.1,42.6,52.8,34.5,54,0,,18.3,10.5,,
