datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,wildfire,
2020-11-11,59,33.2,44.3,34.8,71.4,0,,11.4,3.9,,
2020-11-12,60.4,30.3,45,32.5,64.1,0,,17.2,4.3,1,
2020-11-13,55.7,44.1,49.4,43.3,79.7,0.432,rain,20.8,12.6,,
2020-11-14,60.3,38.2,46.6,38.5,75.6,0,,12.8,4.7,,
2020-11-15,56.2,42.2,50.6,45.8,83.8,0.044,rain,9.2,5.2,,
2020-11-16,68.1,51.7,56.1,51.3,84.8,0,,18.3,4.3,,
2020-11-17,58.7,52.2,55.4,48.9,80.3,0.468,rain,23,11.1,,
2020-11-18,59.6,44.8,54,48.6,82.7,0.288,rain,13.9,8.1,,
2020-11-19,60.2,43,48.8,42.8,81.9,0,,15,4.7,,
2020-11-20,59.9,36.5,44.9,36.4,75.4,0,,13.9,5.1,,
2020-11-21,61.4,32,44.3,33.9,69.9,0,,11.4,4.3,,
2020-11-22,59.7,34.2,45.9,36.2,71.8,0.02,rain,15,3.8,,
2020-11-23,60.8,40,48.3,39.6,74,0,,17.2,11,,
2020-11-24,63.2,35.9,47.6,38.3,72.2,0,,15,4.3,,
2020-11-25,59,41.1,48.9,37.7,67.7,0,,19.7,14.6,,
2020-11-26,61.8,32.8,44.4,30.7,63.4,0,,13.9,4.7,,
2020-11-27,63.5,32,44.1,28.9,60.3,0,,11.4,6.9,,
2020-11-28,62.2,30.5,42.7,29.1,63.1,0,,12.8,5.4,,
2020-11-29,63,31.3,43.4,30.5,64,0,,11.4,3.9,,
2020-11-30,65.7,32,45.9,31.9,62.6,0,,13.9,8,,
2020-12-01,62.9,35.2,46.2,36.1,70,0,,12.8,5.8,,
2020-12-02,65.3,33.3,46,34.5,67.4,0,,13.9,4.5,,
2020-12-03,63.7,35.6,47.3,34.2,64.1,0,,11.4,3.4,,
2020-12-04,64.3,33.5,46.1,33.4,64.8,0,,11.4,4.7,,
2020-12-05,59.2,34.1,45.8,34.5,66.2,0,,20.8,3.6,,
2020-12-06,61.5,37.4,47.5,37.7,70.6,0,,15,5.8,,
2020-12-07,74.2,36,53.7,29.8,46.8,0,,17.2,8.4,,
2020-12-08,68.4,33.8,47.2,30.6,56.8,0,,15,5.2,,
2020-12-09,63.1,35.5,46,32.4,62.2,0,,13.9,4.5,,
2020-12-10,63.1,34.4,45.9,31.4,62,0,,18.2,11.6,,
2020-12-11,47.3,35.4,42.1,37,82,0.848,rain,20.8,4.1,,
2020-12-12,57,45.4,50,45.3,84,0.179,rain,18.3,8.1,,
2020-12-13,53.9,44.2,49.6,45,84.2,0.388,rain,18.3,8.8,,
2020-12-14,55.4,35.1,44.5,37.7,78.1,0,,17.2,8.4,,
2020-12-15,57.2,40.3,49.1,41.8,77.5,0,,9.2,6.2,,
2020-12-16,51.5,49.7,50.5,47.4,89.3,0.514,rain,19.7,15.3,,
2020-12-17,53.8,40,48.8,41,75.6,0.23,rain,20.3,13.9,,
2020-12-18,58.9,33.1,43.2,34.6,73.2,0,,13.9,5.6,,
2020-12-19,60.8,34.7,45.8,37.9,75.2,0,,13.9,6.2,,
2020-12-20,61.2,37.2,46.9,40.1,78.3,0,,12.8,6,,
2020-12-21,61.1,36.1,46.7,38.7,75,0,,16.1,9.9,,
2020-12-22,57.9,37.4,46.2,35.9,69.5,0,,16.1,9.9,,
2020-12-23,59.1,31.2,41.2,30.6,68.7,0,,12.8,5.1,,
2020-12-24,62.8,31.7,45.6,30.1,58.8,0,,25.3,14.1,,
2020-12-25,53.9,49.5,51.5,41.8,71,0.346,rain,31.1,22.1,,
2020-12-26,55.8,40.3,49.3,42.9,79.6,0.182,rain,13.9,8.8,,
2020-12-27,54.5,37.9,42.6,36.5,80,0,,12.8,5.6,,
2020-12-28,59.1,33.4,42.7,33.9,73.1,0,,12.8,4.3,,
2020-12-29,57.8,30.6,41.7,32.8,72.4,0,,10.3,5.2,,
2020-12-30,55.5,33.1,43.2,34.8,74.7,0.235,rain,15,8.1,,
2020-12-31,56.3,37.7,46.3,39.9,79.1,0,,13.9,10.3,,
2021-01-01,57,36.1,45.5,38.9,78.6,0.118,rain,13.9,9.2,,
2021-01-02,54.5,48.4,50.4,46.8,87.8,0.012,rain,11.4,5.4,,
2021-01-03,56.3,48.8,52.1,47.3,84.2,0,,15,9.9,,
2021-01-04,56.7,41.3,50.5,44.7,81,0.538,rain,31.1,13.9,,
2021-01-05,54.5,40.7,45.8,40.4,81.8,0,,11.4,7.1,,
2021-01-06,48.6,39,44.6,41.4,88.7,0.209,rain,19.7,7.1,,
2021-01-07,54.8,43.4,48.4,42.7,80.9,0,,15,4.9,,
2021-01-08,58.3,40,49.6,42.4,78.1,0.283,rain,12.8,12,,
2021-01-09,58.6,34.4,44,35.2,73.3,0,,12.8,6.8,,
